movement,estimate,year,or_county,location,tag
MOVEDOUT,1,2017,,Colorado,OOS
MOVEDNET,-1,2017,,Colorado,OOS
MOVEDIN,0,2018,,Colorado,OOS
MOVEDOUT,1,2018,,Colorado,OOS
MOVEDNET,-1,2018,,Colorado,OOS
MOVEDIN,0,2019,,Colorado,OOS
MOVEDOUT,1,2019,,Colorado,OOS
MOVEDNET,-1,2019,,Colorado,OOS
MOVEDIN,0,2020,,Colorado,OOS
MOVEDOUT,1,2020,,Colorado,OOS
MOVEDNET,-1,2020,,Colorado,OOS
MOVEDIN,12,2010,,Colorado,OOS
MOVEDOUT,0,2010,,Colorado,OOS
MOVEDNET,12,2010,,Colorado,OOS
MOVEDIN,23,2010,,Colorado,OOS
MOVEDOUT,0,2010,,Colorado,OOS
MOVEDNET,23,2010,,Colorado,OOS
MOVEDIN,18,2011,,Colorado,OOS
MOVEDOUT,0,2011,,Colorado,OOS
MOVEDNET,18,2011,,Colorado,OOS
MOVEDIN,31,2010,,Colorado,OOS
MOVEDOUT,0,2010,,Colorado,OOS
MOVEDNET,31,2010,,Colorado,OOS
MOVEDIN,0,2012,,Colorado,OOS
MOVEDOUT,8,2012,,Colorado,OOS
MOVEDNET,-8,2012,,Colorado,OOS
MOVEDIN,0,2013,,Colorado,OOS
MOVEDOUT,9,2013,,Colorado,OOS
MOVEDNET,-9,2013,,Colorado,OOS
MOVEDIN,0,2014,,Colorado,OOS
MOVEDOUT,7,2014,,Colorado,OOS
MOVEDNET,-7,2014,,Colorado,OOS
MOVEDIN,0,2015,,Colorado,OOS
MOVEDOUT,7,2015,,Colorado,OOS
MOVEDNET,-7,2015,,Colorado,OOS
MOVEDIN,0,2016,,Colorado,OOS
MOVEDOUT,9,2016,,Colorado,OOS
MOVEDNET,-9,2016,,Colorado,OOS
MOVEDIN,8,2011,,Colorado,OOS
MOVEDOUT,0,2011,,Colorado,OOS
MOVEDNET,8,2011,,Colorado,OOS
MOVEDIN,9,2012,,Colorado,OOS
MOVEDOUT,0,2012,,Colorado,OOS
MOVEDNET,9,2012,,Colorado,OOS
MOVEDIN,8,2013,,Colorado,OOS
MOVEDOUT,0,2013,,Colorado,OOS
MOVEDNET,8,2013,,Colorado,OOS
MOVEDIN,10,2014,,Colorado,OOS
MOVEDOUT,0,2014,,Colorado,OOS
MOVEDNET,10,2014,,Colorado,OOS
MOVEDIN,11,2015,,Colorado,OOS
MOVEDOUT,0,2015,,Colorado,OOS
MOVEDNET,11,2015,,Colorado,OOS
MOVEDIN,0,2010,,Colorado,OOS
MOVEDOUT,12,2010,,Colorado,OOS
MOVEDNET,-12,2010,,Colorado,OOS
MOVEDIN,0,2011,,Colorado,OOS
MOVEDOUT,30,2011,,Colorado,OOS
MOVEDNET,-30,2011,,Colorado,OOS
MOVEDIN,9,2012,,Colorado,OOS
MOVEDOUT,25,2012,,Colorado,OOS
MOVEDNET,-16,2012,,Colorado,OOS
MOVEDIN,14,2013,,Colorado,OOS
MOVEDOUT,43,2013,,Colorado,OOS
MOVEDNET,-29,2013,,Colorado,OOS
MOVEDIN,8,2014,,Colorado,OOS
MOVEDOUT,41,2014,,Colorado,OOS
MOVEDNET,-33,2014,,Colorado,OOS
MOVEDIN,10,2015,,Colorado,OOS
MOVEDOUT,30,2015,,Colorado,OOS
MOVEDNET,-20,2015,,Colorado,OOS
MOVEDIN,26,2016,,Colorado,OOS
MOVEDOUT,12,2016,,Colorado,OOS
MOVEDNET,14,2016,,Colorado,OOS
MOVEDIN,15,2017,,Colorado,OOS
MOVEDOUT,13,2017,,Colorado,OOS
MOVEDNET,2,2017,,Colorado,OOS
MOVEDIN,17,2018,,Colorado,OOS
MOVEDOUT,0,2018,,Colorado,OOS
MOVEDNET,17,2018,,Colorado,OOS
MOVEDIN,16,2019,,Colorado,OOS
MOVEDOUT,0,2019,,Colorado,OOS
MOVEDNET,16,2019,,Colorado,OOS
MOVEDIN,34,2020,,Colorado,OOS
MOVEDOUT,0,2020,,Colorado,OOS
MOVEDNET,34,2020,,Colorado,OOS
MOVEDIN,13,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,13,2010,,Connecticut,OOS
MOVEDIN,14,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,14,2011,,Connecticut,OOS
MOVEDIN,14,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,14,2010,,Connecticut,OOS
MOVEDIN,23,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,23,2011,,Connecticut,OOS
MOVEDIN,23,2012,,Connecticut,OOS
MOVEDOUT,0,2012,,Connecticut,OOS
MOVEDNET,23,2012,,Connecticut,OOS
MOVEDIN,24,2013,,Connecticut,OOS
MOVEDOUT,0,2013,,Connecticut,OOS
MOVEDNET,24,2013,,Connecticut,OOS
MOVEDIN,19,2014,,Connecticut,OOS
MOVEDOUT,0,2014,,Connecticut,OOS
MOVEDNET,19,2014,,Connecticut,OOS
MOVEDIN,20,2015,,Connecticut,OOS
MOVEDOUT,0,2015,,Connecticut,OOS
MOVEDNET,20,2015,,Connecticut,OOS
MOVEDIN,0,2010,,Connecticut,OOS
MOVEDOUT,21,2010,,Connecticut,OOS
MOVEDNET,-21,2010,,Connecticut,OOS
MOVEDIN,76,2016,,Connecticut,OOS
MOVEDOUT,0,2016,,Connecticut,OOS
MOVEDNET,76,2016,,Connecticut,OOS
MOVEDIN,84,2017,,Connecticut,OOS
MOVEDOUT,0,2017,,Connecticut,OOS
MOVEDNET,84,2017,,Connecticut,OOS
MOVEDIN,69,2018,,Connecticut,OOS
MOVEDOUT,0,2018,,Connecticut,OOS
MOVEDNET,69,2018,,Connecticut,OOS
MOVEDIN,78,2019,,Connecticut,OOS
MOVEDOUT,0,2019,,Connecticut,OOS
MOVEDNET,78,2019,,Connecticut,OOS
MOVEDIN,70,2020,,Connecticut,OOS
MOVEDOUT,0,2020,,Connecticut,OOS
MOVEDNET,70,2020,,Connecticut,OOS
MOVEDIN,6,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,6,2010,,Connecticut,OOS
MOVEDIN,7,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,7,2011,,Connecticut,OOS
MOVEDIN,35,2015,,Connecticut,OOS
MOVEDOUT,0,2015,,Connecticut,OOS
MOVEDNET,35,2015,,Connecticut,OOS
MOVEDIN,33,2016,,Connecticut,OOS
MOVEDOUT,0,2016,,Connecticut,OOS
MOVEDNET,33,2016,,Connecticut,OOS
MOVEDIN,46,2017,,Connecticut,OOS
MOVEDOUT,0,2017,,Connecticut,OOS
MOVEDNET,46,2017,,Connecticut,OOS
MOVEDIN,41,2018,,Connecticut,OOS
MOVEDOUT,0,2018,,Connecticut,OOS
MOVEDNET,41,2018,,Connecticut,OOS
MOVEDIN,49,2019,,Connecticut,OOS
MOVEDOUT,0,2019,,Connecticut,OOS
MOVEDNET,49,2019,,Connecticut,OOS
MOVEDIN,0,2017,,Connecticut,OOS
MOVEDOUT,25,2017,,Connecticut,OOS
MOVEDNET,-25,2017,,Connecticut,OOS
MOVEDIN,0,2018,,Connecticut,OOS
MOVEDOUT,22,2018,,Connecticut,OOS
MOVEDNET,-22,2018,,Connecticut,OOS
MOVEDIN,0,2019,,Connecticut,OOS
MOVEDOUT,34,2019,,Connecticut,OOS
MOVEDNET,-34,2019,,Connecticut,OOS
MOVEDIN,0,2020,,Connecticut,OOS
MOVEDOUT,37,2020,,Connecticut,OOS
MOVEDNET,-37,2020,,Connecticut,OOS
MOVEDIN,20,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,20,2010,,Connecticut,OOS
MOVEDIN,21,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,21,2011,,Connecticut,OOS
MOVEDIN,11,2012,,Connecticut,OOS
MOVEDOUT,0,2012,,Connecticut,OOS
MOVEDNET,11,2012,,Connecticut,OOS
MOVEDIN,0,2015,,Connecticut,OOS
MOVEDOUT,12,2015,,Connecticut,OOS
MOVEDNET,-12,2015,,Connecticut,OOS
MOVEDIN,0,2016,,Connecticut,OOS
MOVEDOUT,12,2016,,Connecticut,OOS
MOVEDNET,-12,2016,,Connecticut,OOS
MOVEDIN,0,2017,,Connecticut,OOS
MOVEDOUT,14,2017,,Connecticut,OOS
MOVEDNET,-14,2017,,Connecticut,OOS
MOVEDIN,0,2018,,Connecticut,OOS
MOVEDOUT,12,2018,,Connecticut,OOS
MOVEDNET,-12,2018,,Connecticut,OOS
MOVEDIN,0,2019,,Connecticut,OOS
MOVEDOUT,11,2019,,Connecticut,OOS
MOVEDNET,-11,2019,,Connecticut,OOS
MOVEDIN,0,2020,,Connecticut,OOS
MOVEDOUT,5,2020,,Connecticut,OOS
MOVEDNET,-5,2020,,Connecticut,OOS
MOVEDIN,10,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,10,2011,,Connecticut,OOS
MOVEDIN,8,2012,,Connecticut,OOS
MOVEDOUT,0,2012,,Connecticut,OOS
MOVEDNET,8,2012,,Connecticut,OOS
MOVEDIN,7,2013,,Connecticut,OOS
MOVEDOUT,0,2013,,Connecticut,OOS
MOVEDNET,7,2013,,Connecticut,OOS
MOVEDIN,8,2014,,Connecticut,OOS
MOVEDOUT,0,2014,,Connecticut,OOS
MOVEDNET,8,2014,,Connecticut,OOS
MOVEDIN,7,2015,,Connecticut,OOS
MOVEDOUT,0,2015,,Connecticut,OOS
MOVEDNET,7,2015,,Connecticut,OOS
MOVEDIN,0,2010,,Connecticut,OOS
MOVEDOUT,9,2010,,Connecticut,OOS
MOVEDNET,-9,2010,,Connecticut,OOS
MOVEDIN,0,2011,,Connecticut,OOS
MOVEDOUT,10,2011,,Connecticut,OOS
MOVEDNET,-10,2011,,Connecticut,OOS
MOVEDIN,0,2012,,Connecticut,OOS
MOVEDOUT,16,2012,,Connecticut,OOS
MOVEDNET,-16,2012,,Connecticut,OOS
MOVEDIN,0,2013,,Connecticut,OOS
MOVEDOUT,16,2013,,Connecticut,OOS
MOVEDNET,-16,2013,,Connecticut,OOS
MOVEDIN,0,2017,,Connecticut,OOS
MOVEDOUT,7,2017,,Connecticut,OOS
MOVEDNET,-7,2017,,Connecticut,OOS
MOVEDIN,0,2018,,Connecticut,OOS
MOVEDOUT,6,2018,,Connecticut,OOS
MOVEDNET,-6,2018,,Connecticut,OOS
MOVEDIN,0,2019,,Connecticut,OOS
MOVEDOUT,5,2019,,Connecticut,OOS
MOVEDNET,-5,2019,,Connecticut,OOS
MOVEDIN,0,2020,,Connecticut,OOS
MOVEDOUT,6,2020,,Connecticut,OOS
MOVEDNET,-6,2020,,Connecticut,OOS
MOVEDIN,7,2017,,Connecticut,OOS
MOVEDOUT,0,2017,,Connecticut,OOS
MOVEDNET,7,2017,,Connecticut,OOS
MOVEDIN,8,2018,,Connecticut,OOS
MOVEDOUT,0,2018,,Connecticut,OOS
MOVEDNET,8,2018,,Connecticut,OOS
MOVEDIN,7,2019,,Connecticut,OOS
MOVEDOUT,0,2019,,Connecticut,OOS
MOVEDNET,7,2019,,Connecticut,OOS
MOVEDIN,6,2020,,Connecticut,OOS
MOVEDOUT,0,2020,,Connecticut,OOS
MOVEDNET,6,2020,,Connecticut,OOS
MOVEDIN,0,2015,,Connecticut,OOS
MOVEDOUT,5,2015,,Connecticut,OOS
MOVEDNET,-5,2015,,Connecticut,OOS
MOVEDIN,0,2016,,Connecticut,OOS
MOVEDOUT,6,2016,,Connecticut,OOS
MOVEDNET,-6,2016,,Connecticut,OOS
MOVEDIN,19,2017,,Connecticut,OOS
MOVEDOUT,5,2017,,Connecticut,OOS
MOVEDNET,14,2017,,Connecticut,OOS
MOVEDIN,18,2018,,Connecticut,OOS
MOVEDOUT,6,2018,,Connecticut,OOS
MOVEDNET,12,2018,,Connecticut,OOS
MOVEDIN,18,2019,,Connecticut,OOS
MOVEDOUT,6,2019,,Connecticut,OOS
MOVEDNET,12,2019,,Connecticut,OOS
MOVEDIN,17,2020,,Connecticut,OOS
MOVEDOUT,0,2020,,Connecticut,OOS
MOVEDNET,17,2020,,Connecticut,OOS
MOVEDIN,0,2017,,Connecticut,OOS
MOVEDOUT,14,2017,,Connecticut,OOS
MOVEDNET,-14,2017,,Connecticut,OOS
MOVEDIN,0,2018,,Connecticut,OOS
MOVEDOUT,17,2018,,Connecticut,OOS
MOVEDNET,-17,2018,,Connecticut,OOS
MOVEDIN,0,2019,,Connecticut,OOS
MOVEDOUT,20,2019,,Connecticut,OOS
MOVEDNET,-20,2019,,Connecticut,OOS
MOVEDIN,0,2020,,Connecticut,OOS
MOVEDOUT,17,2020,,Connecticut,OOS
MOVEDNET,-17,2020,,Connecticut,OOS
MOVEDIN,10,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,10,2010,,Connecticut,OOS
MOVEDIN,8,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,8,2011,,Connecticut,OOS
MOVEDIN,0,2019,,Connecticut,OOS
MOVEDOUT,8,2019,,Connecticut,OOS
MOVEDNET,-8,2019,,Connecticut,OOS
MOVEDIN,0,2020,,Connecticut,OOS
MOVEDOUT,7,2020,,Connecticut,OOS
MOVEDNET,-7,2020,,Connecticut,OOS
MOVEDIN,16,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,16,2010,,Connecticut,OOS
MOVEDIN,0,2015,,Connecticut,OOS
MOVEDOUT,23,2015,,Connecticut,OOS
MOVEDNET,-23,2015,,Connecticut,OOS
MOVEDIN,0,2016,,Connecticut,OOS
MOVEDOUT,48,2016,,Connecticut,OOS
MOVEDNET,-48,2016,,Connecticut,OOS
MOVEDIN,0,2017,,Connecticut,OOS
MOVEDOUT,29,2017,,Connecticut,OOS
MOVEDNET,-29,2017,,Connecticut,OOS
MOVEDIN,0,2018,,Connecticut,OOS
MOVEDOUT,20,2018,,Connecticut,OOS
MOVEDNET,-20,2018,,Connecticut,OOS
MOVEDIN,0,2019,,Connecticut,OOS
MOVEDOUT,19,2019,,Connecticut,OOS
MOVEDNET,-19,2019,,Connecticut,OOS
MOVEDIN,2,2020,,Connecticut,OOS
MOVEDOUT,0,2020,,Connecticut,OOS
MOVEDNET,2,2020,,Connecticut,OOS
MOVEDIN,33,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,33,2010,,Connecticut,OOS
MOVEDIN,32,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,32,2011,,Connecticut,OOS
MOVEDIN,33,2012,,Connecticut,OOS
MOVEDOUT,0,2012,,Connecticut,OOS
MOVEDNET,33,2012,,Connecticut,OOS
MOVEDIN,65,2013,,Connecticut,OOS
MOVEDOUT,0,2013,,Connecticut,OOS
MOVEDNET,65,2013,,Connecticut,OOS
MOVEDIN,22,2014,,Connecticut,OOS
MOVEDOUT,0,2014,,Connecticut,OOS
MOVEDNET,22,2014,,Connecticut,OOS
MOVEDIN,23,2015,,Connecticut,OOS
MOVEDOUT,0,2015,,Connecticut,OOS
MOVEDNET,23,2015,,Connecticut,OOS
MOVEDIN,13,2016,,Connecticut,OOS
MOVEDOUT,0,2016,,Connecticut,OOS
MOVEDNET,13,2016,,Connecticut,OOS
MOVEDIN,9,2017,,Connecticut,OOS
MOVEDOUT,0,2017,,Connecticut,OOS
MOVEDNET,9,2017,,Connecticut,OOS
MOVEDIN,14,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,14,2010,,Connecticut,OOS
MOVEDIN,11,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,11,2011,,Connecticut,OOS
MOVEDIN,14,2012,,Connecticut,OOS
MOVEDOUT,0,2012,,Connecticut,OOS
MOVEDNET,14,2012,,Connecticut,OOS
MOVEDIN,13,2013,,Connecticut,OOS
MOVEDOUT,0,2013,,Connecticut,OOS
MOVEDNET,13,2013,,Connecticut,OOS
MOVEDIN,10,2014,,Connecticut,OOS
MOVEDOUT,0,2014,,Connecticut,OOS
MOVEDNET,10,2014,,Connecticut,OOS
MOVEDIN,29,2016,,Connecticut,OOS
MOVEDOUT,0,2016,,Connecticut,OOS
MOVEDNET,29,2016,,Connecticut,OOS
MOVEDIN,27,2017,,Connecticut,OOS
MOVEDOUT,0,2017,,Connecticut,OOS
MOVEDNET,27,2017,,Connecticut,OOS
MOVEDIN,26,2018,,Connecticut,OOS
MOVEDOUT,0,2018,,Connecticut,OOS
MOVEDNET,26,2018,,Connecticut,OOS
MOVEDIN,25,2019,,Connecticut,OOS
MOVEDOUT,0,2019,,Connecticut,OOS
MOVEDNET,25,2019,,Connecticut,OOS
MOVEDIN,24,2020,,Connecticut,OOS
MOVEDOUT,0,2020,,Connecticut,OOS
MOVEDNET,24,2020,,Connecticut,OOS
MOVEDIN,11,2012,,Connecticut,OOS
MOVEDOUT,0,2012,,Connecticut,OOS
MOVEDNET,11,2012,,Connecticut,OOS
MOVEDIN,14,2013,,Connecticut,OOS
MOVEDOUT,0,2013,,Connecticut,OOS
MOVEDNET,14,2013,,Connecticut,OOS
MOVEDIN,15,2014,,Connecticut,OOS
MOVEDOUT,0,2014,,Connecticut,OOS
MOVEDNET,15,2014,,Connecticut,OOS
MOVEDIN,15,2015,,Connecticut,OOS
MOVEDOUT,0,2015,,Connecticut,OOS
MOVEDNET,15,2015,,Connecticut,OOS
MOVEDIN,12,2016,,Connecticut,OOS
MOVEDOUT,0,2016,,Connecticut,OOS
MOVEDNET,12,2016,,Connecticut,OOS
MOVEDIN,58,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,58,2010,,Connecticut,OOS
MOVEDIN,29,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,29,2011,,Connecticut,OOS
MOVEDIN,28,2012,,Connecticut,OOS
MOVEDOUT,0,2012,,Connecticut,OOS
MOVEDNET,28,2012,,Connecticut,OOS
MOVEDIN,41,2013,,Connecticut,OOS
MOVEDOUT,0,2013,,Connecticut,OOS
MOVEDNET,41,2013,,Connecticut,OOS
MOVEDIN,21,2014,,Connecticut,OOS
MOVEDOUT,6,2014,,Connecticut,OOS
MOVEDNET,15,2014,,Connecticut,OOS
MOVEDIN,22,2015,,Connecticut,OOS
MOVEDOUT,25,2015,,Connecticut,OOS
MOVEDNET,-3,2015,,Connecticut,OOS
MOVEDIN,19,2016,,Connecticut,OOS
MOVEDOUT,26,2016,,Connecticut,OOS
MOVEDNET,-7,2016,,Connecticut,OOS
MOVEDIN,20,2017,,Connecticut,OOS
MOVEDOUT,25,2017,,Connecticut,OOS
MOVEDNET,-5,2017,,Connecticut,OOS
MOVEDIN,0,2018,,Connecticut,OOS
MOVEDOUT,27,2018,,Connecticut,OOS
MOVEDNET,-27,2018,,Connecticut,OOS
MOVEDIN,0,2019,,Connecticut,OOS
MOVEDOUT,16,2019,,Connecticut,OOS
MOVEDNET,-16,2019,,Connecticut,OOS
MOVEDIN,0,2020,,Connecticut,OOS
MOVEDOUT,14,2020,,Connecticut,OOS
MOVEDNET,-14,2020,,Connecticut,OOS
MOVEDIN,11,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,11,2010,,Connecticut,OOS
MOVEDIN,10,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,10,2011,,Connecticut,OOS
MOVEDIN,12,2012,,Connecticut,OOS
MOVEDOUT,0,2012,,Connecticut,OOS
MOVEDNET,12,2012,,Connecticut,OOS
MOVEDIN,9,2013,,Connecticut,OOS
MOVEDOUT,0,2013,,Connecticut,OOS
MOVEDNET,9,2013,,Connecticut,OOS
MOVEDIN,3,2020,,Connecticut,OOS
MOVEDOUT,0,2020,,Connecticut,OOS
MOVEDNET,3,2020,,Connecticut,OOS
MOVEDIN,0,2013,,Connecticut,OOS
MOVEDOUT,8,2013,,Connecticut,OOS
MOVEDNET,-8,2013,,Connecticut,OOS
MOVEDIN,0,2014,,Connecticut,OOS
MOVEDOUT,9,2014,,Connecticut,OOS
MOVEDNET,-9,2014,,Connecticut,OOS
MOVEDIN,0,2015,,Connecticut,OOS
MOVEDOUT,9,2015,,Connecticut,OOS
MOVEDNET,-9,2015,,Connecticut,OOS
MOVEDIN,0,2016,,Connecticut,OOS
MOVEDOUT,9,2016,,Connecticut,OOS
MOVEDNET,-9,2016,,Connecticut,OOS
MOVEDIN,0,2017,,Connecticut,OOS
MOVEDOUT,10,2017,,Connecticut,OOS
MOVEDNET,-10,2017,,Connecticut,OOS
MOVEDIN,0,2020,,Connecticut,OOS
MOVEDOUT,10,2020,,Connecticut,OOS
MOVEDNET,-10,2020,,Connecticut,OOS
MOVEDIN,30,2010,,Connecticut,OOS
MOVEDOUT,0,2010,,Connecticut,OOS
MOVEDNET,30,2010,,Connecticut,OOS
MOVEDIN,0,2016,,Connecticut,OOS
MOVEDOUT,4,2016,,Connecticut,OOS
MOVEDNET,-4,2016,,Connecticut,OOS
MOVEDIN,0,2017,,Connecticut,OOS
MOVEDOUT,4,2017,,Connecticut,OOS
MOVEDNET,-4,2017,,Connecticut,OOS
MOVEDIN,0,2018,,Connecticut,OOS
MOVEDOUT,5,2018,,Connecticut,OOS
MOVEDNET,-5,2018,,Connecticut,OOS
MOVEDIN,0,2019,,Connecticut,OOS
MOVEDOUT,6,2019,,Connecticut,OOS
MOVEDNET,-6,2019,,Connecticut,OOS
MOVEDIN,15,2020,,Connecticut,OOS
MOVEDOUT,6,2020,,Connecticut,OOS
MOVEDNET,9,2020,,Connecticut,OOS
MOVEDIN,15,2014,,Connecticut,OOS
MOVEDOUT,0,2014,,Connecticut,OOS
MOVEDNET,15,2014,,Connecticut,OOS
MOVEDIN,15,2015,,Connecticut,OOS
MOVEDOUT,0,2015,,Connecticut,OOS
MOVEDNET,15,2015,,Connecticut,OOS
MOVEDIN,12,2016,,Connecticut,OOS
MOVEDOUT,0,2016,,Connecticut,OOS
MOVEDNET,12,2016,,Connecticut,OOS
MOVEDIN,9,2017,,Connecticut,OOS
MOVEDOUT,0,2017,,Connecticut,OOS
MOVEDNET,9,2017,,Connecticut,OOS
MOVEDIN,13,2018,,Connecticut,OOS
MOVEDOUT,0,2018,,Connecticut,OOS
MOVEDNET,13,2018,,Connecticut,OOS
MOVEDIN,0,2014,,Connecticut,OOS
MOVEDOUT,14,2014,,Connecticut,OOS
MOVEDNET,-14,2014,,Connecticut,OOS
MOVEDIN,0,2015,,Connecticut,OOS
MOVEDOUT,14,2015,,Connecticut,OOS
MOVEDNET,-14,2015,,Connecticut,OOS
MOVEDIN,0,2016,,Connecticut,OOS
MOVEDOUT,16,2016,,Connecticut,OOS
MOVEDNET,-16,2016,,Connecticut,OOS
MOVEDIN,0,2017,,Connecticut,OOS
MOVEDOUT,16,2017,,Connecticut,OOS
MOVEDNET,-16,2017,,Connecticut,OOS
MOVEDIN,0,2018,,Connecticut,OOS
MOVEDOUT,15,2018,,Connecticut,OOS
MOVEDNET,-15,2018,,Connecticut,OOS
MOVEDIN,0,2016,,Connecticut,OOS
MOVEDOUT,9,2016,,Connecticut,OOS
MOVEDNET,-9,2016,,Connecticut,OOS
MOVEDIN,0,2017,,Connecticut,OOS
MOVEDOUT,8,2017,,Connecticut,OOS
MOVEDNET,-8,2017,,Connecticut,OOS
MOVEDIN,0,2018,,Connecticut,OOS
MOVEDOUT,7,2018,,Connecticut,OOS
MOVEDNET,-7,2018,,Connecticut,OOS
MOVEDIN,0,2019,,Connecticut,OOS
MOVEDOUT,7,2019,,Connecticut,OOS
MOVEDNET,-7,2019,,Connecticut,OOS
MOVEDIN,0,2020,,Connecticut,OOS
MOVEDOUT,7,2020,,Connecticut,OOS
MOVEDNET,-7,2020,,Connecticut,OOS
MOVEDIN,0,2018,,Connecticut,OOS
MOVEDOUT,17,2018,,Connecticut,OOS
MOVEDNET,-17,2018,,Connecticut,OOS
MOVEDIN,0,2019,,Connecticut,OOS
MOVEDOUT,14,2019,,Connecticut,OOS
MOVEDNET,-14,2019,,Connecticut,OOS
MOVEDIN,0,2020,,Connecticut,OOS
MOVEDOUT,21,2020,,Connecticut,OOS
MOVEDNET,-21,2020,,Connecticut,OOS
MOVEDIN,33,2010,,Connecticut,OOS
MOVEDOUT,21,2010,,Connecticut,OOS
MOVEDNET,12,2010,,Connecticut,OOS
MOVEDIN,44,2011,,Connecticut,OOS
MOVEDOUT,0,2011,,Connecticut,OOS
MOVEDNET,44,2011,,Connecticut,OOS
MOVEDIN,23,2012,,Connecticut,OOS
MOVEDOUT,0,2012,,Connecticut,OOS
MOVEDNET,23,2012,,Connecticut,OOS
MOVEDIN,24,2013,,Connecticut,OOS
MOVEDOUT,0,2013,,Connecticut,OOS
MOVEDNET,24,2013,,Connecticut,OOS
MOVEDIN,19,2014,,Connecticut,OOS
MOVEDOUT,0,2014,,Connecticut,OOS
MOVEDNET,19,2014,,Connecticut,OOS
MOVEDIN,55,2015,,Connecticut,OOS
MOVEDOUT,0,2015,,Connecticut,OOS
MOVEDNET,55,2015,,Connecticut,OOS
MOVEDIN,109,2016,,Connecticut,OOS
MOVEDOUT,0,2016,,Connecticut,OOS
MOVEDNET,109,2016,,Connecticut,OOS
MOVEDIN,130,2017,,Connecticut,OOS
MOVEDOUT,0,2017,,Connecticut,OOS
MOVEDNET,130,2017,,Connecticut,OOS
MOVEDIN,110,2018,,Connecticut,OOS
MOVEDOUT,0,2018,,Connecticut,OOS
MOVEDNET,110,2018,,Connecticut,OOS
MOVEDIN,127,2019,,Connecticut,OOS
MOVEDOUT,0,2019,,Connecticut,OOS
MOVEDNET,127,2019,,Connecticut,OOS
MOVEDIN,70,2020,,Connecticut,OOS
MOVEDOUT,0,2020,,Connecticut,OOS
MOVEDNET,70,2020,,Connecticut,OOS
MOVEDIN,30,2010,,Connecticut,OOS
MOVEDOUT,9,2010,,Connecticut,OOS
MOVEDNET,21,2010,,Connecticut,OOS
MOVEDIN,39,2011,,Connecticut,OOS
MOVEDOUT,10,2011,,Connecticut,OOS
MOVEDNET,29,2011,,Connecticut,OOS
MOVEDIN,19,2012,,Connecticut,OOS
MOVEDOUT,16,2012,,Connecticut,OOS
MOVEDNET,3,2012,,Connecticut,OOS
MOVEDIN,7,2013,,Connecticut,OOS
MOVEDOUT,16,2013,,Connecticut,OOS
MOVEDNET,-9,2013,,Connecticut,OOS
MOVEDIN,8,2014,,Connecticut,OOS
MOVEDOUT,0,2014,,Connecticut,OOS
MOVEDNET,8,2014,,Connecticut,OOS
MOVEDIN,7,2015,,Connecticut,OOS
MOVEDOUT,17,2015,,Connecticut,OOS
MOVEDNET,-10,2015,,Connecticut,OOS
MOVEDIN,0,2016,,Connecticut,OOS
MOVEDOUT,18,2016,,Connecticut,OOS
MOVEDNET,-18,2016,,Connecticut,OOS
MOVEDIN,26,2017,,Connecticut,OOS
MOVEDOUT,65,2017,,Connecticut,OOS
MOVEDNET,-39,2017,,Connecticut,OOS
MOVEDIN,26,2018,,Connecticut,OOS
MOVEDOUT,63,2018,,Connecticut,OOS
MOVEDNET,-37,2018,,Connecticut,OOS
MOVEDIN,25,2019,,Connecticut,OOS
MOVEDOUT,76,2019,,Connecticut,OOS
MOVEDNET,-51,2019,,Connecticut,OOS
MOVEDIN,23,2020,,Connecticut,OOS
MOVEDOUT,65,2020,,Connecticut,OOS
